province_state,country_region,date,latitude,longitude,location_geom,confirmed,deaths,recovered,active,fips,admin2,combined_key
,Singapore,2022-04-26,1.2833,103.8333,POINT(103.8333 1.2833),1187914,1333,,,,,Singapore
,Singapore,2021-10-24,1.2833,103.8333,POINT(103.8333 1.2833),172644,315,,,,,Singapore
,Singapore,2020-09-02,1.2833,103.8333,POINT(103.8333 1.2833),56860,27,55891,942,,,Singapore
,Singapore,2022-05-04,1.2833,103.8333,POINT(103.8333 1.2833),1202546,1340,,,,,Singapore
,Singapore,2020-08-02,1.2833,103.8333,POINT(103.8333 1.2833),52825,27,46926,5872,,,Singapore
,Singapore,2020-12-30,1.2833,103.8333,POINT(103.8333 1.2833),58569,29,58411,129,,,Singapore
,Singapore,2022-04-30,1.2833,103.8333,POINT(103.8333 1.2833),1193250,1335,,,,,Singapore
,Singapore,2021-10-19,1.2833,103.8333,POINT(103.8333 1.2833),154725,246,,,,,Singapore
,Singapore,2020-05-20,1.2833,103.8333,POINT(103.8333 1.2833),29364,22,11207,18135,,,Singapore
,Singapore,2020-07-14,1.2833,103.8333,POINT(103.8333 1.2833),46630,27,42737,3866,,,Singapore
,Singapore,2020-09-20,1.2833,103.8333,POINT(103.8333 1.2833),57576,27,57181,368,,,Singapore
,Singapore,2020-08-20,1.2833,103.8333,POINT(103.8333 1.2833),56099,27,53119,2953,,,Singapore
,Singapore,2021-08-03,1.2833,103.8333,POINT(103.8333 1.2833),65315,38,63252,2025,,,Singapore
,Singapore,2021-05-13,1.2833,103.8333,POINT(103.8333 1.2833),61453,31,61029,393,,,Singapore
,Singapore,2022-09-19,1.2833,103.8333,POINT(103.8333 1.2833),1876584,1608,,,,,Singapore
,Singapore,2020-12-07,1.2833,103.8333,POINT(103.8333 1.2833),58273,29,58168,76,,,Singapore
,Singapore,2020-06-14,1.2833,103.8333,POINT(103.8333 1.2833),40604,26,29589,10989,,,Singapore
,Singapore,2022-01-27,1.2833,103.8333,POINT(103.8333 1.2833),333071,850,,,,,Singapore
,Singapore,2020-04-20,1.2833,103.8333,POINT(103.8333 1.2833),8014,11,801,7202,,,Singapore
,Singapore,2021-08-30,1.2833,103.8333,POINT(103.8333 1.2833),67459,55,,,,,Singapore
,Singapore,2021-05-04,1.2833,103.8333,POINT(103.8333 1.2833),61252,31,60823,398,,,Singapore
,Singapore,2021-01-28,1.2833,103.8333,POINT(103.8333 1.2833),59425,29,59148,248,,,Singapore
,Singapore,2021-08-22,1.2833,103.8333,POINT(103.8333 1.2833),66478,49,,,,,Singapore
,Singapore,2020-03-10,1.2833,103.8333,POINT(103.8333 1.2833),160,0,78,,,,
,Singapore,2022-06-29,1.2833,103.8333,POINT(103.8333 1.2833),1434563,1411,,,,,Singapore
,Singapore,2021-12-28,1.2833,103.8333,POINT(103.8333 1.2833),278409,825,,,,,Singapore
,Singapore,2021-02-23,1.2833,103.8333,POINT(103.8333 1.2833),59883,29,59753,101,,,Singapore
,Singapore,2022-08-02,1.2833,103.8333,POINT(103.8333 1.2833),1728995,1524,,,,,Singapore
,Singapore,2022-07-07,1.2833,103.8333,POINT(103.8333 1.2833),1505938,1426,,,,,Singapore
,Singapore,2020-12-04,1.2833,103.8333,POINT(103.8333 1.2833),58242,29,58152,61,,,Singapore
,Singapore,2021-10-31,1.2833,103.8333,POINT(103.8333 1.2833),198374,407,,,,,Singapore
,Singapore,2021-10-04,1.2833,103.8333,POINT(103.8333 1.2833),106318,121,,,,,Singapore
,Singapore,2022-06-14,1.2833,103.8333,POINT(103.8333 1.2833),1348775,1401,,,,,Singapore
,Singapore,2021-10-12,1.2833,103.8333,POINT(103.8333 1.2833),132205,183,,,,,Singapore
,Singapore,2021-09-24,1.2833,103.8333,POINT(103.8333 1.2833),84510,73,,,,,Singapore
,Singapore,2021-03-16,1.2833,103.8333,POINT(103.8333 1.2833),60128,30,59984,114,,,Singapore
,Singapore,2022-08-22,1.2833,103.8333,POINT(103.8333 1.2833),1818560,1584,,,,,Singapore
,Singapore,2021-12-20,1.2833,103.8333,POINT(103.8333 1.2833),276105,815,,,,,Singapore
,Singapore,2021-01-16,1.2833,103.8333,POINT(103.8333 1.2833),59083,29,58784,270,,,Singapore
,Singapore,2020-05-12,1.2833,103.8333,POINT(103.8333 1.2833),24671,21,3851,20799,,,Singapore
,Singapore,2020-06-12,1.2833,103.8333,POINT(103.8333 1.2833),39850,25,28040,11785,,,Singapore
,Singapore,2021-01-08,1.2833,103.8333,POINT(103.8333 1.2833),58836,29,58580,227,,,Singapore
,Singapore,2021-11-29,1.2833,103.8333,POINT(103.8333 1.2833),263486,710,,,,,Singapore
,Singapore,2020-09-12,1.2833,103.8333,POINT(103.8333 1.2833),57357,27,56699,631,,,Singapore
,Singapore,2022-08-14,1.2833,103.8333,POINT(103.8333 1.2833),1794069,1559,,,,,Singapore
,Singapore,2022-06-06,1.2833,103.8333,POINT(103.8333 1.2833),1321146,1393,,,,,Singapore
,Singapore,2021-06-14,1.2833,103.8333,POINT(103.8333 1.2833),62301,34,61894,373,,,Singapore
,Singapore,2022-03-16,1.2833,103.8333,POINT(103.8333 1.2833),975607,1170,,,,,Singapore
,Singapore,2022-01-20,1.2833,103.8333,POINT(103.8333 1.2833),297549,845,,,,,Singapore
,Singapore,2021-03-24,1.2833,103.8333,POINT(103.8333 1.2833),60236,30,60078,128,,,Singapore
,Singapore,2022-09-04,1.2833,103.8333,POINT(103.8333 1.2833),1846094,1594,,,,,Singapore
,Singapore,2020-12-12,1.2833,103.8333,POINT(103.8333 1.2833),58313,29,58197,87,,,Singapore
,Singapore,2020-11-12,1.2833,103.8333,POINT(103.8333 1.2833),58102,28,58002,72,,,Singapore
,Singapore,2020-07-29,1.2833,103.8333,POINT(103.8333 1.2833),51531,27,46098,5406,,,Singapore
,Singapore,2022-05-27,1.2833,103.8333,POINT(103.8333 1.2833),1290046,1383,,,,,Singapore
,Singapore,2020-08-29,1.2833,103.8333,POINT(103.8333 1.2833),56717,27,55447,1243,,,Singapore
,Singapore,2020-03-09,1.2833,103.8333,POINT(103.8333 1.2833),150,0,78,,,,
,Singapore,2022-05-19,1.2833,103.8333,POINT(103.8333 1.2833),1240233,1371,,,,,Singapore
,Singapore,2021-07-20,1.2833,103.8333,POINT(103.8333 1.2833),63440,36,62543,861,,,Singapore
,Singapore,2021-01-21,1.2833,103.8333,POINT(103.8333 1.2833),59235,29,58959,247,,,Singapore
,Singapore,2020-03-29,1.2833,103.8333,POINT(103.8333 1.2833),844,3,212,629,,,Singapore
,Singapore,2021-11-26,1.2833,103.8333,POINT(103.8333 1.2833),259875,684,,,,,Singapore
,Singapore,2020-04-29,1.2833,103.8333,POINT(103.8333 1.2833),15641,14,1188,14439,,,Singapore
,Singapore,2022-08-09,1.2833,103.8333,POINT(103.8333 1.2833),1771081,1542,,,,,Singapore
,Singapore,2021-04-03,1.2833,103.8333,POINT(103.8333 1.2833),60468,30,60185,253,,,Singapore
,Singapore,2022-04-02,1.2833,103.8333,POINT(103.8333 1.2833),1106001,1272,,,,,Singapore
,Singapore,2022-07-28,1.2833,103.8333,POINT(103.8333 1.2833),1694454,1492,,,,,Singapore
,Singapore,2020-11-10,1.2833,103.8333,POINT(103.8333 1.2833),58073,28,57985,60,,,Singapore
,Singapore,2022-09-01,1.2833,103.8333,POINT(103.8333 1.2833),1841288,1593,,,,,Singapore
,Singapore,2020-10-10,1.2833,103.8333,POINT(103.8333 1.2833),57866,27,57698,141,,,Singapore
,Singapore,2021-01-13,1.2833,103.8333,POINT(103.8333 1.2833),58984,29,58722,233,,,Singapore
,Singapore,2021-04-30,1.2833,103.8333,POINT(103.8333 1.2833),61145,30,60751,364,,,Singapore
,Singapore,2022-04-10,1.2833,103.8333,POINT(103.8333 1.2833),1138001,1301,,,,,Singapore
,Singapore,2021-04-07,1.2833,103.8333,POINT(103.8333 1.2833),60554,30,60260,264,,,Singapore
,Singapore,2021-11-18,1.2833,103.8333,POINT(103.8333 1.2833),244815,619,,,,,Singapore
,Singapore,2021-06-10,1.2833,103.8333,POINT(103.8333 1.2833),62236,34,61765,437,,,Singapore
,Singapore,2021-06-23,1.2833,103.8333,POINT(103.8333 1.2833),62470,35,62113,322,,,Singapore
,Singapore,2020-08-22,1.2833,103.8333,POINT(103.8333 1.2833),56266,27,53920,2319,,,Singapore
,Singapore,2020-04-27,1.2833,103.8333,POINT(103.8333 1.2833),14423,14,1095,13314,,,Singapore
,Singapore,2022-09-08,1.2833,103.8333,POINT(103.8333 1.2833),1854455,1601,,,,,Singapore
,Singapore,2021-02-06,1.2833,103.8333,POINT(103.8333 1.2833),59675,29,59405,241,,,Singapore
,Singapore,2022-01-23,1.2833,103.8333,POINT(103.8333 1.2833),313772,848,,,,,Singapore
,Singapore,2021-06-25,1.2833,103.8333,POINT(103.8333 1.2833),62513,35,62161,317,,,Singapore
,Singapore,2021-04-09,1.2833,103.8333,POINT(103.8333 1.2833),60601,30,60304,267,,,Singapore
,Singapore,2021-09-07,1.2833,103.8333,POINT(103.8333 1.2833),69233,55,,,,,Singapore
,Singapore,2021-01-25,1.2833,103.8333,POINT(103.8333 1.2833),59352,29,59066,257,,,Singapore
,Singapore,2020-05-06,1.2833,103.8333,POINT(103.8333 1.2833),20198,20,1634,18544,,,Singapore
,Singapore,2022-07-31,1.2833,103.8333,POINT(103.8333 1.2833),1714056,1500,,,,,Singapore
,Singapore,2020-09-24,1.2833,103.8333,POINT(103.8333 1.2833),57654,27,57333,294,,,Singapore
,Singapore,2022-02-05,1.2833,103.8333,POINT(103.8333 1.2833),379681,866,,,,,Singapore
,Singapore,2020-03-25,1.2833,103.8333,POINT(103.8333 1.2833),631,2,160,469,,,Singapore
,Singapore,2022-05-15,1.2833,103.8333,POINT(103.8333 1.2833),1240233,1363,,,,,Singapore
,Singapore,2022-06-23,1.2833,103.8333,POINT(103.8333 1.2833),1390558,1408,,,,,Singapore
,Singapore,2021-10-21,1.2833,103.8333,POINT(103.8333 1.2833),162026,280,,,,,Singapore
,Singapore,2021-05-17,1.2833,103.8333,POINT(103.8333 1.2833),61613,31,61123,459,,,Singapore
,Singapore,2020-04-01,1.2833,103.8333,POINT(103.8333 1.2833),1000,3,245,752,,,Singapore
,Singapore,2021-08-27,1.2833,103.8333,POINT(103.8333 1.2833),66928,52,,,,,Singapore
,Singapore,2022-08-11,1.2833,103.8333,POINT(103.8333 1.2833),1773386,1546,,,,,Singapore
,Singapore,2022-07-03,1.2833,103.8333,POINT(103.8333 1.2833),1467234,1418,,,,,Singapore
,Singapore,2021-11-01,1.2833,103.8333,POINT(103.8333 1.2833),200844,421,,,,,Singapore
,Singapore,2021-01-10,1.2833,103.8333,POINT(103.8333 1.2833),58907,29,58636,242,,,Singapore
,Singapore,2020-04-07,1.2833,103.8333,POINT(103.8333 1.2833),1481,6,377,1098,,,Singapore
,Singapore,2021-07-05,1.2833,103.8333,POINT(103.8333 1.2833),62630,36,62299,295,,,Singapore
,Singapore,2022-04-07,1.2833,103.8333,POINT(103.8333 1.2833),1128155,1290,,,,,Singapore
,Singapore,2021-07-19,1.2833,103.8333,POINT(103.8333 1.2833),63245,36,62532,677,,,Singapore
,Singapore,2021-11-17,1.2833,103.8333,POINT(103.8333 1.2833),244815,619,,,,,Singapore
,Singapore,2021-12-25,1.2833,103.8333,POINT(103.8333 1.2833),277555,821,,,,,Singapore
,Singapore,2022-02-19,1.2833,103.8333,POINT(103.8333 1.2833),576355,941,,,,,Singapore
,Singapore,2022-03-27,1.2833,103.8333,POINT(103.8333 1.2833),1067157,1250,,,,,Singapore
,Singapore,2020-04-17,1.2833,103.8333,POINT(103.8333 1.2833),5050,11,708,4331,,,Singapore
,Singapore,2021-09-20,1.2833,103.8333,POINT(103.8333 1.2833),77804,60,,,,,Singapore
,Singapore,2021-10-09,1.2833,103.8333,POINT(103.8333 1.2833),124157,153,,,,,Singapore
,Singapore,2021-02-05,1.2833,103.8333,POINT(103.8333 1.2833),59649,29,59373,247,,,Singapore
,Singapore,2021-03-13,1.2833,103.8333,POINT(103.8333 1.2833),60088,30,59961,97,,,Singapore
,Singapore,2021-08-12,1.2833,103.8333,POINT(103.8333 1.2833),66012,43,,,,,Singapore
,Singapore,2021-04-21,1.2833,103.8333,POINT(103.8333 1.2833),60880,30,60576,274,,,Singapore
,Burma,2022-06-16,21.9162,95.956,POINT(95.956 21.9162),613467,19434,,,,,Burma
,Burma,2021-11-07,21.9162,95.956,POINT(95.956 21.9162),506816,18821,,,,,Burma
,Burma,2022-03-09,21.9162,95.956,POINT(95.956 21.9162),602321,19398,,,,,Burma
,Burma,2021-11-24,21.9162,95.956,POINT(95.956 21.9162),519731,19049,,,,,Burma
,Burma,2022-08-04,21.9162,95.956,POINT(95.956 21.9162),614158,19434,,,,,Burma
,Burma,2021-12-02,21.9162,95.956,POINT(95.956 21.9162),523346,19120,,,,,Burma
,Burma,2020-12-26,21.9162,95.956,POINT(95.956 21.9162),121280,2579,102163,16538,,,Burma
,Burma,2021-10-14,21.9162,95.956,POINT(95.956 21.9162),484317,18255,,,,,Burma
,Burma,2021-09-02,21.9162,95.956,POINT(95.956 21.9162),406099,15600,,,,,Burma
,Burma,2021-06-19,21.9162,95.956,POINT(95.956 21.9162),147615,3258,133527,10830,,,Burma
,Burma,2021-01-02,21.9162,95.956,POINT(95.956 21.9162),125616,2711,108660,14245,,,Burma
,Burma,2022-08-21,21.9162,95.956,POINT(95.956 21.9162),614573,19437,,,,,Burma
,Burma,2020-10-05,21.9162,95.956,POINT(95.956 21.9162),18781,444,5548,12789,,,Burma
,Burma,2022-10-01,21.9162,95.956,POINT(95.956 21.9162),622802,19459,,,,,Burma
,Burma,2021-05-25,21.9162,95.956,POINT(95.956 21.9162),143296,3216,132229,7851,,,Burma
,Burma,2022-01-15,21.9162,95.956,POINT(95.956 21.9162),533021,19301,,,,,Burma
,Burma,2020-06-06,21.9162,95.956,POINT(95.956 21.9162),240,6,156,78,,,Burma
,Burma,2021-09-17,21.9162,95.956,POINT(95.956 21.9162),442928,16944,,,,,Burma
,Burma,2021-08-09,21.9162,95.956,POINT(95.956 21.9162),333127,12014,,,,,Burma
,Burma,2020-04-25,21.9162,95.956,POINT(95.956 21.9162),146,5,10,131,,,Burma
,Burma,2022-01-05,21.9162,95.956,POINT(95.956 21.9162),531432,19282,,,,,Burma
,Burma,2021-10-13,21.9162,95.956,POINT(95.956 21.9162),482803,18222,,,,,Burma
,Burma,2022-06-15,21.9162,95.956,POINT(95.956 21.9162),613464,19434,,,,,Burma
,Burma,2021-04-17,21.9162,95.956,POINT(95.956 21.9162),142619,3206,131889,7524,,,Burma
,Burma,2022-05-23,21.9162,95.956,POINT(95.956 21.9162),613227,19434,,,,,Burma
,Burma,2022-02-23,21.9162,95.956,POINT(95.956 21.9162),575508,19349,,,,,Burma
,Burma,2021-01-17,21.9162,95.956,POINT(95.956 21.9162),134318,2955,117663,13700,,,Burma
,Burma,2020-05-01,21.9162,95.956,POINT(95.956 21.9162),151,6,31,114,,,Burma
,Burma,2022-03-03,21.9162,95.956,POINT(95.956 21.9162),593958,19379,,,,,Burma
,Burma,2022-09-15,21.9162,95.956,POINT(95.956 21.9162),617998,19444,,,,,Burma
,Burma,2022-04-11,21.9162,95.956,POINT(95.956 21.9162),612383,19434,,,,,Burma
,Burma,2021-08-31,21.9162,95.956,POINT(95.956 21.9162),399282,15389,,,,,Burma
,Burma,2021-03-05,21.9162,95.956,POINT(95.956 21.9162),142000,3200,131571,7229,,,Burma
,Burma,2020-04-06,21.9162,95.956,POINT(95.956 21.9162),22,1,0,21,,,Burma
,Burma,2021-07-23,21.9162,95.956,POINT(95.956 21.9162),258870,6459,177021,75390,,,Burma
,Burma,2021-05-10,21.9162,95.956,POINT(95.956 21.9162),142963,3210,132045,7708,,,Burma
,Burma,2021-04-02,21.9162,95.956,POINT(95.956 21.9162),142466,3206,131802,7458,,,Burma
,Burma,2021-05-20,21.9162,95.956,POINT(95.956 21.9162),143183,3216,132148,7819,,,Burma
,Burma,2022-03-19,21.9162,95.956,POINT(95.956 21.9162),608763,19423,,,,,Burma
,Burma,2020-05-17,21.9162,95.956,POINT(95.956 21.9162),184,6,97,81,,,Burma
,Burma,2022-07-27,21.9162,95.956,POINT(95.956 21.9162),613991,19434,,,,,Burma
,Burma,2021-11-25,21.9162,95.956,POINT(95.956 21.9162),520213,19058,,,,,Burma
,Burma,2022-08-18,21.9162,95.956,POINT(95.956 21.9162),614541,19437,,,,,Burma
,Burma,2022-01-04,21.9162,95.956,POINT(95.956 21.9162),531299,19278,,,,,Burma
,Burma,2020-10-12,21.9162,95.956,POINT(95.956 21.9162),29314,664,10260,18390,,,Burma
,Burma,2020-06-30,21.9162,95.956,POINT(95.956 21.9162),299,6,222,71,,,Burma
,Burma,2021-04-14,21.9162,95.956,POINT(95.956 21.9162),142605,3206,131874,7525,,,Burma
,Burma,2022-05-20,21.9162,95.956,POINT(95.956 21.9162),613203,19434,,,,,Burma
,Burma,2020-06-19,21.9162,95.956,POINT(95.956 21.9162),286,6,192,88,,,Burma
,Burma,2022-03-20,21.9162,95.956,POINT(95.956 21.9162),608990,19425,,,,,Burma
,Burma,2020-07-02,21.9162,95.956,POINT(95.956 21.9162),304,6,223,75,,,Burma
,Burma,2020-04-12,21.9162,95.956,POINT(95.956 21.9162),41,4,2,35,,,Burma
,Burma,2021-05-24,21.9162,95.956,POINT(95.956 21.9162),143262,3216,132218,7828,,,Burma
,Burma,2022-02-26,21.9162,95.956,POINT(95.956 21.9162),584239,19360,,,,,Burma
,Burma,2022-01-16,21.9162,95.956,POINT(95.956 21.9162),533144,19302,,,,,Burma
,Burma,2022-03-04,21.9162,95.956,POINT(95.956 21.9162),595821,19383,,,,,Burma
,Burma,2020-06-20,21.9162,95.956,POINT(95.956 21.9162),287,6,196,85,,,Burma
,Burma,2021-01-04,21.9162,95.956,POINT(95.956 21.9162),126935,2744,110200,13991,,,Burma
,Burma,2020-06-29,21.9162,95.956,POINT(95.956 21.9162),299,6,221,72,,,Burma
,Burma,2021-03-20,21.9162,95.956,POINT(95.956 21.9162),142212,3204,131754,7254,,,Burma
,Burma,2022-01-01,21.9162,95.956,POINT(95.956 21.9162),530946,19272,,,,,Burma
,Burma,2021-07-12,21.9162,95.956,POINT(95.956 21.9162),197227,3927,148060,45240,,,Burma
,Burma,2022-06-18,21.9162,95.956,POINT(95.956 21.9162),613485,19434,,,,,Burma
,Burma,2021-04-29,21.9162,95.956,POINT(95.956 21.9162),142800,3209,131958,7633,,,Burma
,Burma,2020-08-14,21.9162,95.956,POINT(95.956 21.9162),374,6,322,46,,,Burma
,Burma,2021-11-09,21.9162,95.956,POINT(95.956 21.9162),508591,18855,,,,,Burma
,Burma,2021-10-16,21.9162,95.956,POINT(95.956 21.9162),486851,18329,,,,,Burma
,Burma,2021-05-21,21.9162,95.956,POINT(95.956 21.9162),143211,3216,132169,7826,,,Burma
,Burma,2022-09-27,21.9162,95.956,POINT(95.956 21.9162),622042,19455,,,,,Burma
,Burma,2020-11-07,21.9162,95.956,POINT(95.956 21.9162),60348,1396,44666,14286,,,Burma
,Burma,2021-09-13,21.9162,95.956,POINT(95.956 21.9162),434106,16617,,,,,Burma
,Burma,2022-01-19,21.9162,95.956,POINT(95.956 21.9162),533604,19306,,,,,Burma
,Burma,2020-05-14,21.9162,95.956,POINT(95.956 21.9162),181,6,84,91,,,Burma
,Burma,2020-09-29,21.9162,95.956,POINT(95.956 21.9162),12425,284,3391,8750,,,Burma
,Burma,2021-07-27,21.9162,95.956,POINT(95.956 21.9162),279119,7845,194410,76864,,,Burma
,Burma,2022-05-08,21.9162,95.956,POINT(95.956 21.9162),613053,19434,,,,,Burma
,Burma,2021-02-10,21.9162,95.956,POINT(95.956 21.9162),141487,3181,128692,9614,,,Burma
,Burma,2021-10-01,21.9162,95.956,POINT(95.956 21.9162),465922,17789,,,,,Burma
,Burma,2022-06-03,21.9162,95.956,POINT(95.956 21.9162),613370,19434,,,,,Burma
,Burma,2020-11-04,21.9162,95.956,POINT(95.956 21.9162),56940,1330,40778,14832,,,Burma
,Burma,2020-10-15,21.9162,95.956,POINT(95.956 21.9162),32351,765,14706,16880,,,Burma
,Burma,2022-07-24,21.9162,95.956,POINT(95.956 21.9162),613951,19434,,,,,Burma
,Burma,2021-11-22,21.9162,95.956,POINT(95.956 21.9162),518471,19034,,,,,Burma
,Burma,2022-04-27,21.9162,95.956,POINT(95.956 21.9162),612802,19434,,,,,Burma
,Burma,2020-09-26,21.9162,95.956,POINT(95.956 21.9162),9991,198,2681,7112,,,Burma
,Burma,2021-09-12,21.9162,95.956,POINT(95.956 21.9162),431833,16530,,,,,Burma
,Burma,2021-12-16,21.9162,95.956,POINT(95.956 21.9162),527714,19201,,,,,Burma
,Burma,2021-11-08,21.9162,95.956,POINT(95.956 21.9162),507815,18839,,,,,Burma
,Burma,2021-03-21,21.9162,95.956,POINT(95.956 21.9162),142212,3204,131754,7254,,,Burma
,Burma,2021-07-13,21.9162,95.956,POINT(95.956 21.9162),201274,4036,149767,47471,,,Burma
,Burma,2021-02-13,21.9162,95.956,POINT(95.956 21.9162),141585,3188,130103,8294,,,Burma
,Burma,2021-09-27,21.9162,95.956,POINT(95.956 21.9162),459436,17583,,,,,Burma
,Burma,2022-08-03,21.9162,95.956,POINT(95.956 21.9162),614146,19434,,,,,Burma
,Burma,2021-12-01,21.9162,95.956,POINT(95.956 21.9162),522825,19111,,,,,Burma
,Burma,2021-10-28,21.9162,95.956,POINT(95.956 21.9162),497700,18622,,,,,Burma
,Burma,2021-06-05,21.9162,95.956,POINT(95.956 21.9162),144253,3223,132449,8581,,,Burma
,Burma,2021-01-01,21.9162,95.956,POINT(95.956 21.9162),125042,2697,107777,14568,,,Burma
,Burma,2021-09-01,21.9162,95.956,POINT(95.956 21.9162),402640,15490,,,,,Burma
,Burma,2022-05-07,21.9162,95.956,POINT(95.956 21.9162),613049,19434,,,,,Burma
,Burma,2022-08-20,21.9162,95.956,POINT(95.956 21.9162),614573,19437,,,,,Burma
,Burma,2021-07-28,21.9162,95.956,POINT(95.956 21.9162),284099,8210,197994,77895,,,Burma
,Burma,2022-07-12,21.9162,95.956,POINT(95.956 21.9162),613760,19434,,,,,Burma
,Burma,2021-11-10,21.9162,95.956,POINT(95.956 21.9162),509771,18869,,,,,Burma
,Burma,2022-03-08,21.9162,95.956,POINT(95.956 21.9162),601020,19394,,,,,Burma
,Burma,2020-04-09,21.9162,95.956,POINT(95.956 21.9162),23,3,2,18,,,Burma
,Burma,2022-04-14,21.9162,95.956,POINT(95.956 21.9162),612480,19434,,,,,Burma
,Burma,2021-09-16,21.9162,95.956,POINT(95.956 21.9162),440741,16869,,,,,Burma
,Burma,2020-10-02,21.9162,95.956,POINT(95.956 21.9162),15525,353,4378,10794,,,Burma
,Burma,2021-05-08,21.9162,95.956,POINT(95.956 21.9162),142934,3210,132004,7720,,,Burma
,Burma,2022-06-30,21.9162,95.956,POINT(95.956 21.9162),613596,19434,,,,,Burma
,Burma,2020-09-09,21.9162,95.956,POINT(95.956 21.9162),2009,14,553,1442,,,Burma
,Burma,2020-11-17,21.9162,95.956,POINT(95.956 21.9162),71730,1625,54274,15831,,,Burma
,Burma,2021-07-24,21.9162,95.956,POINT(95.956 21.9162),264527,6756,181249,76522,,,Burma
,Burma,2020-12-20,21.9162,95.956,POINT(95.956 21.9162),116134,2443,95387,18304,,,Burma
,Burma,2022-08-06,21.9162,95.956,POINT(95.956 21.9162),614190,19434,,,,,Burma
,Burma,2020-07-12,21.9162,95.956,POINT(95.956 21.9162),331,6,261,64,,,Burma
,Burma,2021-02-26,21.9162,95.956,POINT(95.956 21.9162),141875,3198,131435,7242,,,Burma
,Burma,2021-12-04,21.9162,95.956,POINT(95.956 21.9162),524122,19135,,,,,Burma
,Burma,2021-03-08,21.9162,95.956,POINT(95.956 21.9162),142045,3200,131679,7166,,,Burma
,Burma,2020-03-30,21.9162,95.956,POINT(95.956 21.9162),14,0,0,14,,,Burma
,Burma,2020-09-19,21.9162,95.956,POINT(95.956 21.9162),5263,81,1188,3994,,,Burma
,Burma,2021-12-19,21.9162,95.956,POINT(95.956 21.9162),528253,19220,,,,,Burma
,Burma,2020-08-07,21.9162,95.956,POINT(95.956 21.9162),359,6,309,44,,,Burma
,Burma,2022-05-21,21.9162,95.956,POINT(95.956 21.9162),613219,19434,,,,,Burma
,Burma,2020-06-23,21.9162,95.956,POINT(95.956 21.9162),292,6,204,82,,,Burma
,Burma,2020-06-26,21.9162,95.956,POINT(95.956 21.9162),293,6,215,72,,,Burma
,Burma,2021-09-29,21.9162,95.956,POINT(95.956 21.9162),462608,17682,,,,,Burma
,Burma,2021-07-11,21.9162,95.956,POINT(95.956 21.9162),192213,3838,146358,42017,,,Burma
,Burma,2020-10-25,21.9162,95.956,POINT(95.956 21.9162),44774,1095,24920,18759,,,Burma
,Burma,2021-06-03,21.9162,95.956,POINT(95.956 21.9162),143945,3221,132408,8316,,,Burma
,Burma,2021-01-03,21.9162,95.956,POINT(95.956 21.9162),126345,2728,109548,14069,,,Burma
,Burma,2020-12-16,21.9162,95.956,POINT(95.956 21.9162),111900,2346,90453,19101,,,Burma
,Burma,2022-07-10,21.9162,95.956,POINT(95.956 21.9162),613736,19434,,,,,Burma
,Burma,2022-01-18,21.9162,95.956,POINT(95.956 21.9162),533408,19305,,,,,Burma
,Burma,2020-12-19,21.9162,95.956,POINT(95.956 21.9162),115187,2424,94118,18645,,,Burma
,Burma,2022-06-02,21.9162,95.956,POINT(95.956 21.9162),613355,19434,,,,,Burma
,Burma,2022-09-28,21.9162,95.956,POINT(95.956 21.9162),622423,19457,,,,,Burma
,Burma,2020-08-17,21.9162,95.956,POINT(95.956 21.9162),376,6,331,39,,,Burma
,Burma,2022-01-02,21.9162,95.956,POINT(95.956 21.9162),531025,19274,,,,,Burma
,Burma,2020-10-22,21.9162,95.956,POINT(95.956 21.9162),41008,1005,21144,18859,,,Burma
